Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.0021974,-0.00644526,3.77535,1904.2,2866.51,111.235
2,0,0.00264871,-0.00796471,3.77574,1904.21,2866.56,111.261
3,0,0.0015088,-0.00717967,3.77551,1904.38,2866.79,111.077
4,0,0.000494778,-0.00548886,3.77523,1904.39,2866.74,111.097
5,0,0.00119068,-0.00613411,3.77553,1904.41,2866.85,111.001
6,0,0.00306228,-0.00858166,3.77607,1904.18,2866.53,111.277
7,0,0.00149163,-0.0056246,3.77536,1904.37,2866.7,111.115
8,0,0.00196262,-0.00572524,3.77535,1904.33,2866.77,111.118
9,0,0.00219734,-0.00755547,3.7756,1904.49,2867.03,111.063
10,0,0.00186481,-0.00647752,3.77558,1904.36,2866.77,111.155
11,0,0.0019004,-0.00710659,3.77556,1904.34,2866.79,111.082
12,0,0.00117029,-0.00519165,3.77531,1904.56,2867.08,110.935
13,0,0.00180288,-0.00711438,3.77555,1904.3,2866.66,111.163
14,0,0.00131494,-0.00669267,3.77538,1904.45,2866.88,111.031
15,0,0.00216143,-0.00740041,3.77589,1904.47,2866.96,111.022
16,0,0.000648859,-0.00397567,3.77476,1904.39,2866.72,111.09
17,0,0.00272989,-0.00857251,3.77572,1904.26,2866.7,111.175
18,0,0.00157553,-0.00744264,3.77569,1904.43,2866.89,111.03
19,0,0.00226351,-0.00824664,3.77591,1904.35,2866.73,111.129
20,0,0.00251955,-0.00713459,3.77566,1904.37,2866.8,111.055
21,0,0.00183203,-0.00642413,3.77555,1904.27,2866.61,111.153
22,0,0.00182338,-0.00636802,3.77537,1904.35,2866.73,111.116
23,0,0.00193517,-0.00802741,3.7759,1904.47,2866.95,110.963
24,0,0.00115249,-0.00612112,3.77523,1904.26,2866.61,111.144
25,0,0.00280879,-0.00819668,3.77568,1904.14,2866.5,111.281
26,0,0.00151903,-0.00654121,3.77527,1904.37,2866.75,111.088
27,0,0.00194184,-0.00691655,3.77567,1904.31,2866.73,111.098
28,0,0.00172655,-0.00677148,3.77547,1904.26,2866.54,111.156
29,0,0.00288513,-0.00910541,3.77635,1904.39,2866.96,111.079
30,0,0.00162934,-0.00609668,3.77553,1904.45,2866.87,111.051
31,0,0.000955074,-0.00562999,3.77555,1904.52,2866.91,110.989
32,0,0.0015162,-0.00607769,3.77529,1904.22,2866.54,111.229
33,0,0.00220093,-0.0081745,3.77577,1904.33,2866.67,111.127
34,0,0.00105803,-0.0051613,3.775,1904.38,2866.74,111.093
35,0,0.00149315,-0.00674338,3.77539,1904.33,2866.68,111.128
36,0,0.00182742,-0.00856741,3.77572,1904.34,2866.76,111.072
37,0,0.00175248,-0.00689731,3.77539,1904.33,2866.67,111.095
38,0,0.00140208,-0.00698194,3.77543,1904.37,2866.8,111.129
39,0,0.00227178,-0.00681969,3.77562,1904.27,2866.7,111.161
40,0,0.0017948,-0.00798958,3.77553,1904.4,2866.83,111.084
41,0,0.001566,-0.00671003,3.77545,1904.37,2866.75,111.044
42,0,0.00163521,-0.00587667,3.77536,1904.29,2866.57,111.189
43,0,0.00141772,-0.00569215,3.77531,1904.31,2866.62,111.166
44,0,0.00177467,-0.00721566,3.77532,1904.34,2866.75,111.101
45,0,0.00160335,-0.00749011,3.77568,1904.24,2866.6,111.17
46,0,0.00181762,-0.00688423,3.77574,1904.46,2866.92,111.049
