Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.0208886,-0.0466636,4.00797,1787.51,2890.05,114.706
2,0,0.0228031,-0.0508777,4.00838,1787.84,2890.72,114.482
3,0,0.0226232,-0.0496596,4.00817,1787.72,2890.45,114.591
4,0,0.0231777,-0.0506742,4.00851,1787.88,2890.81,114.448
5,0,0.017872,-0.0414215,4.00692,1787.13,2889.27,115.282
6,0,0.022032,-0.0497742,4.00816,1787.96,2890.83,114.419
7,0,0.0228206,-0.0518684,4.00829,1787.91,2890.8,114.54
8,0,0.0239905,-0.053117,4.00895,1787.79,2890.68,114.491
9,0,0.0249297,-0.055106,4.00923,1788.05,2891.12,114.325
10,0,0.0220576,-0.0491003,4.00817,1787.54,2890.11,114.72
11,0,0.023778,-0.0540256,4.00894,1787.97,2890.96,114.444
12,0,0.0269174,-0.0590693,4.00956,1788.44,2891.94,113.979
13,0,0.024572,-0.0540266,4.00899,1788.1,2891.21,114.273
14,0,0.0250698,-0.0553334,4.00917,1788.19,2891.37,114.181
15,0,0.0237469,-0.0521172,4.00877,1787.81,2890.75,114.475
16,0,0.0226425,-0.0502446,4.00855,1787.69,2890.38,114.623
17,0,0.0218956,-0.0490742,4.00812,1787.63,2890.15,114.68
18,0,0.023641,-0.0529353,4.00899,1787.75,2890.63,114.522
19,0,0.0248345,-0.0537011,4.00894,1788.13,2891.23,114.293
20,0,0.0233673,-0.0511937,4.0085,1787.87,2890.74,114.457
21,0,0.0266717,-0.0586283,4.00965,1788.3,2891.66,114.11
22,0,0.0231459,-0.0516076,4.00862,1787.8,2890.7,114.475
23,0,0.0213537,-0.0487705,4.00817,1787.72,2890.38,114.64
24,0,0.0219511,-0.0488024,4.00826,1787.57,2890.16,114.711
25,0,0.0238468,-0.0514675,4.00874,1787.86,2890.78,114.471
26,0,0.0245538,-0.0545484,4.00921,1788.07,2891.16,114.277
27,0,0.0244809,-0.0542624,4.00906,1788.16,2891.29,114.226
28,0,0.0227705,-0.0505747,4.00838,1787.62,2890.27,114.658
29,0,0.0241974,-0.0531053,4.00878,1787.74,2890.59,114.535
30,0,0.0236166,-0.0534934,4.00875,1788,2890.97,114.371
31,0,0.0265822,-0.057925,4.00956,1788.24,2891.52,114.137
32,0,0.0238555,-0.0522438,4.00876,1788.02,2891.07,114.335
33,0,0.0231259,-0.0517216,4.00873,1787.76,2890.49,114.526
34,0,0.0238612,-0.0530144,4.00861,1788.09,2891.13,114.292
35,0,0.0228335,-0.0501095,4.00856,1787.69,2890.42,114.599
36,0,0.0246462,-0.0549635,4.0091,1788.05,2891.17,114.255
37,0,0.024925,-0.0537167,4.0092,1788.08,2891.17,114.277
38,0,0.0231126,-0.050195,4.00837,1787.61,2890.27,114.639
39,0,0.0251768,-0.0563697,4.00915,1788.17,2891.26,114.38
40,0,0.0237789,-0.0519141,4.00856,1787.67,2890.4,114.594
41,0,0.0237131,-0.051569,4.00872,1787.67,2890.38,114.584
42,0,0.0226195,-0.0505107,4.00849,1787.91,2890.68,114.471
43,0,0.0216592,-0.047975,4.00822,1787.44,2889.92,114.786
44,0,0.0214512,-0.0475482,4.00801,1787.54,2889.95,114.764
45,0,0.0232394,-0.0523551,4.00885,1787.92,2890.87,114.459
46,0,0.0251601,-0.0553718,4.00918,1788.12,2891.23,114.258
47,0,0.0248892,-0.0540074,4.00912,1788.16,2891.27,114.216
48,0,0.0238382,-0.0518021,4.00883,1787.85,2890.68,114.458
49,0,0.0226969,-0.0510339,4.0085,1787.93,2890.85,114.4
50,0,0.0234282,-0.0505305,4.00864,1787.81,2890.63,114.462
51,0,0.023525,-0.0520362,4.00859,1787.58,2890.33,114.63
52,0,0.025201,-0.0558532,4.00932,1788.31,2891.65,114.373
53,0,0.0249308,-0.0539436,4.00922,1788.13,2891.3,114.226
54,0,0.0257336,-0.0581912,4.00937,1788.08,2891.32,114.357
55,0,0.0240607,-0.0538475,4.009,1788.08,2891.15,114.286
56,0,0.0233936,-0.0523744,4.00863,1787.81,2890.65,114.485
57,0,0.0243937,-0.0497543,4.00861,1787.81,2890.66,114.702
58,0,0.0211854,-0.0348759,4.00643,1787.16,2889.19,115.495
59,0,0.0265105,-0.0324421,4.00697,1786.81,2888.89,115.769
60,0,0.0330858,-0.0355066,4.00831,1786.62,2889.05,116.075
61,0,0.0349015,-0.02885,4.00825,1785.23,2886.91,116.812
62,0,0.0399132,-0.0333355,4.00999,1784.09,2885.76,117.215
63,0,0.0394798,-0.0364296,4.01078,1783.02,2884.41,117.351
64,0,0.0400982,-0.0404169,4.01115,1781.81,2882.97,117.363
65,0,0.0367797,-0.0255897,4.00918,1779.63,2879.75,118.131
66,0,0.0500754,-0.0422218,4.01253,1780.1,2881.71,116.714
67,0,0.0456265,-0.0273389,4.01055,1778.05,2878.57,117.23
68,0,0.0440727,-0.0190601,4.01073,1775.37,2874.66,118.22
69,0,0.0538234,-0.03178,4.01419,1772.01,2868.31,120.099
70,0,0.0518131,-0.0332925,4.01243,1772.02,2871.68,117.459
71,0,0.0504261,-0.0208382,4.00981,1768.61,2866.39,117.856
72,0,0.0573111,-0.0241301,4.01476,1762.01,2854.71,121.938
73,0,0.0564208,-0.0291935,4.01337,1763.01,2859.74,118.547
74,0,0.058762,-0.0210405,4.01412,1757.96,2852.71,120.086
75,0,0.0618705,-0.0274119,4.01481,1755.15,2848.94,119.577
76,0,0.0569126,-0.0177653,4.01372,1752.2,2844.97,119.415
77,0,0.0600989,-0.0226871,4.01596,1747.57,2839.26,120.325
78,0,0.0672633,-0.0325344,4.01669,1745.16,2837.42,118.571
79,0,0.0592455,-0.0130942,4.01602,1738.72,2827.35,120.8
80,0,0.0680097,-0.0373593,4.01962,1736.32,2825.54,119.911
81,0,0.0612357,-0.00890412,4.0177,1729.68,2815.05,121.36
82,0,0.0709364,-0.0291481,4.02308,1725.38,2808.46,122.417
83,0,0.0617061,-0.0232103,4.02126,1720.31,2800.69,123.37
84,0,0.0675736,-0.0201468,4.02318,1716.48,2799.29,120.843
85,0,0.0636056,-0.0261213,4.02412,1712.71,2794.89,120.504
