Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,1.4367,-2.14999,3.23764,-1435.61,271.443,240.494
2,0,1.44395,-2.14959,3.23994,-1436.06,271.699,240.458
3,0,1.44888,-2.14952,3.24141,-1436.33,272.027,240.394
4,0,1.4549,-2.15416,3.23803,-1436.37,272.405,240.536
5,0,1.4566,-2.15448,3.23799,-1436.23,272.885,240.557
6,0,1.45433,-2.15262,3.24002,-1435.96,273.379,240.415
7,0,1.45329,-2.1536,3.23849,-1435.48,273.866,240.446
8,0,1.45215,-2.15569,3.23592,-1434.87,274.297,240.536
9,0,1.45179,-2.15798,3.23287,-1434.15,274.62,240.679
10,0,1.45437,-2.16361,3.22668,-1433.42,274.813,240.943
11,0,1.45551,-2.16688,3.22335,-1432.8,274.964,241.135
12,0,1.45753,-2.17134,3.21952,-1432.27,275.076,241.377
13,0,1.45896,-2.17515,3.21715,-1431.92,275.143,241.508
14,0,1.45926,-2.17773,3.21603,-1431.65,275.242,241.598
15,0,1.45893,-2.17964,3.21544,-1431.43,275.405,241.642
16,0,1.45834,-2.18116,3.21444,-1431.2,275.624,241.683
17,0,1.45784,-2.18261,3.21294,-1431.02,275.867,241.764
18,0,1.45709,-2.18359,3.2117,-1430.89,276.118,241.822
19,0,1.45696,-2.18532,3.20986,-1430.8,276.308,241.895
20,0,1.45609,-2.18587,3.20967,-1430.75,276.458,241.892
21,0,1.45538,-2.18552,3.21042,-1430.73,276.517,241.878
22,0,1.45624,-2.18639,3.20997,-1430.65,276.506,241.919
23,0,1.45567,-2.18494,3.21223,-1430.58,276.4,241.774
24,0,1.45716,-2.18478,3.21284,-1430.47,276.193,241.717
25,0,1.45933,-2.18521,3.21292,-1430.31,275.9,241.709
26,0,1.46057,-2.18492,3.21367,-1430.16,275.611,241.648
27,0,1.46255,-2.18623,3.21285,-1429.98,275.25,241.634
28,0,1.46339,-2.18581,3.21369,-1429.83,274.878,241.596
29,0,1.46482,-2.18632,3.21365,-1429.71,274.488,241.59
30,0,1.46734,-2.18709,3.21315,-1429.61,273.999,241.634
31,0,1.46968,-2.18565,3.21408,-1429.54,273.437,241.664
32,0,1.47316,-2.18561,3.21382,-1429.5,272.767,241.739
33,0,1.47536,-2.18356,3.21545,-1429.51,271.963,241.771
34,0,1.47867,-2.18269,3.21592,-1429.54,270.986,241.848
35,0,1.48241,-2.18102,3.21674,-1429.58,269.874,241.973
36,0,1.48564,-2.17908,3.21852,-1429.63,268.516,242.043
37,0,1.49055,-2.17876,3.2184,-1429.67,266.912,242.201
