Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.00311391,0.051435,-0.741298,-1814.37,2852.75,208.415
2,0,-0.00103611,0.0496947,-0.742644,-1814.27,2852.65,208.554
3,0,-0.00955622,0.0530631,-0.741127,-1814.41,2852.46,208.533
4,0,-0.010935,0.053022,-0.740106,-1814.25,2852.15,208.776
5,0,-0.00574383,0.0517376,-0.740322,-1814.49,2853.2,208.435
6,0,-0.00887862,0.0520755,-0.741117,-1814.38,2852.3,208.653
7,0,-0.0077302,0.0514126,-0.739097,-1814.27,2852.76,208.659
8,0,-0.00436748,0.0501652,-0.741375,-1814.3,2853.03,208.494
9,0,-0.00879951,0.0522321,-0.741676,-1814.09,2851.96,208.8
10,0,-0.00870048,0.0525586,-0.741504,-1814.49,2852.3,208.404
11,0,-0.011642,0.0535538,-0.740435,-1813.89,2851.6,208.624
12,0,-0.0120732,0.053604,-0.740591,-1814.25,2851.7,208.365
13,0,-0.013636,0.0543586,-0.740343,-1813.49,2851.04,208.73
14,0,-0.0150178,0.0555128,-0.73994,-1813.35,2850.71,208.713
15,0,-0.0152903,0.0553751,-0.739746,-1813.22,2850.61,208.629
16,0,-0.0132497,0.0547895,-0.740343,-1813.03,2850.37,208.625
17,0,-0.0143135,0.0555219,-0.739685,-1813.24,2850.36,208.241
18,0,-0.0180993,0.0588127,-0.737546,-1814.03,2850.69,207.801
19,0,-0.0180491,0.058788,-0.737819,-1813.63,2850.28,208.336
20,0,-0.0183305,0.0598923,-0.737462,-1813.89,2850.5,207.81
21,0,-0.0171019,0.0585369,-0.738456,-1813.71,2850.1,207.936
22,0,-0.0194582,0.0586739,-0.738149,-1813.45,2850.09,208.187
23,0,-0.0173125,0.05749,-0.738711,-1813.28,2849.76,208.389
24,0,-0.0113632,0.0536033,-0.742732,-1812.51,2849.45,208.131
25,0,-0.0120902,0.0539333,-0.742665,-1811.96,2848.84,208.73
26,0,-0.00961526,0.0527533,-0.743527,-1811.74,2848.65,208.718
27,0,-0.0112322,0.0534827,-0.74301,-1811.69,2848.73,208.562
28,0,-0.0102098,0.053009,-0.743457,-1811.44,2848.32,208.624
29,0,-0.0106728,0.0531735,-0.743545,-1811.29,2848.13,208.647
30,0,-0.00952117,0.051894,-0.744192,-1811.16,2848.13,208.611
31,0,-0.00968806,0.0514413,-0.746023,-1810.94,2847.38,208.707
32,0,-0.0101572,0.0524801,-0.744314,-1811.04,2847.82,208.432
33,0,-0.00854112,0.0511054,-0.744893,-1810.81,2847.7,208.505
34,0,-0.00910346,0.0511545,-0.744876,-1810.72,2847.37,208.636
35,0,-0.00801211,0.0500062,-0.747557,-1810.52,2846.58,208.784
36,0,-0.00622687,0.049939,-0.746706,-1810.46,2846.85,208.636
37,0,-0.007446,0.0498966,-0.748512,-1810.27,2845.97,208.894
38,0,-0.0095634,0.0498006,-0.748754,-1810.14,2845.37,209.12
39,0,-0.00978138,0.048502,-0.751647,-1809.69,2843.6,209.744
40,0,-0.0100121,0.05002,-0.747458,-1809.81,2845.42,208.862
41,0,-0.0121816,0.0496339,-0.748502,-1809.38,2844.26,209.181
42,0,-0.0108885,0.049401,-0.748559,-1809.17,2844.47,209.016
43,0,-0.0100303,0.0487639,-0.749766,-1809.6,2844.86,208.302
44,0,-0.0102783,0.047829,-0.750829,-1809.19,2844.3,208.39
45,0,-0.0106263,0.0474604,-0.751613,-1808.76,2843.72,208.503
46,0,-0.0115181,0.0464296,-0.751993,-1808.21,2842.81,208.7
47,0,-0.0114354,0.0450658,-0.755445,-1807.08,2840.89,209.524
48,0,-0.0111589,0.0438437,-0.757862,-1806.44,2839.69,209.606
49,0,-0.00843325,0.043677,-0.758718,-1805.81,2839.16,209.453
50,0,-0.00657069,0.0424732,-0.761837,-1805.74,2838.31,209.17
51,0,-0.0054531,0.0432477,-0.763603,-1805,2837.28,209.095
52,0,-0.00934231,0.0440861,-0.765287,-1803.14,2834.42,209.838
