Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55,0,-0.00991934,0.0430629,-1.97798,2069.22,2777.97,106.04
56,0,-0.00970242,0.0438161,-1.97827,2069.1,2777.89,106.104
57,0,-0.00875317,0.042579,-1.97943,2068.59,2777.07,106.436
58,0,-0.00612655,0.0354951,-1.98188,2067.86,2775.62,106.73
59,0,-0.00627084,0.0350472,-1.98235,2067.7,2775.35,106.731
60,0,-0.00987213,0.0439736,-1.97935,2068.69,2777.41,106.346
61,0,-0.00962831,0.043117,-1.97998,2068.5,2777.04,106.452
62,0,-0.00851446,0.0413982,-1.98024,2068.57,2777.05,106.374
63,0,-0.00914299,0.0426853,-1.98017,2068.41,2776.8,106.497
64,0,-0.00847026,0.0409423,-1.98109,2068.16,2776.36,106.628
65,0,-0.00767646,0.0403851,-1.98092,2068.38,2776.64,106.531
66,0,-0.00818767,0.0404722,-1.98142,2067.96,2776.04,106.76
67,0,-0.00829277,0.0410324,-1.98138,2068.01,2776.1,106.753
68,0,-0.00929527,0.0424134,-1.98054,2068.28,2776.69,106.57
69,0,-0.00861632,0.0416489,-1.98108,2067.95,2776.18,106.763
70,0,-0.00800264,0.0414424,-1.98115,2068.02,2776.28,106.761
71,0,-0.00892648,0.0426578,-1.98053,2068.31,2776.7,106.519
72,0,-0.0100256,0.0433868,-1.98013,2068.23,2776.71,106.496
73,0,-0.00877086,0.0425841,-1.98025,2068.54,2777.08,106.324
74,0,-0.00979209,0.0427137,-1.98004,2068.41,2776.87,106.373
75,0,-0.00785983,0.0405161,-1.98129,2068.19,2776.36,106.622
76,0,-0.00787626,0.041389,-1.98092,2067.85,2775.97,106.876
77,0,-0.00826736,0.0412361,-1.98102,2068.21,2776.46,106.609
78,0,-0.00824599,0.0417638,-1.98084,2068.08,2776.34,106.724
79,0,-0.00916202,0.0425749,-1.98049,2068.39,2776.82,106.442
80,0,-0.00842391,0.0418461,-1.98077,2068.32,2776.72,106.591
81,0,-0.00792093,0.0403967,-1.98169,2067.98,2776.08,106.805
82,0,-0.00884447,0.0421427,-1.98121,2068.41,2776.75,106.491
83,0,-0.00810237,0.0412473,-1.98101,2067.99,2776.18,106.768
84,0,-0.00729278,0.0397091,-1.98143,2068.02,2776.14,106.83
85,0,-0.00978883,0.0434722,-1.97997,2068.59,2777.21,106.333
86,0,-0.00905496,0.0424887,-1.9809,2068.1,2776.46,106.728
87,0,-0.0096816,0.0438731,-1.98043,2068.48,2777.01,106.459
88,0,-0.00705908,0.0393658,-1.98155,2068.17,2776.3,106.737
89,0,-0.00906639,0.0427783,-1.98041,2068.26,2776.69,106.582
90,0,-0.00826714,0.0398973,-1.98117,2068.25,2776.5,106.684
91,0,-0.00993472,0.0392885,-1.98162,2068.28,2776.56,106.662
92,0,-0.0105474,0.0339943,-1.98381,2067.84,2775.68,107.057
93,0,-0.0144456,0.0334551,-1.98518,2066.92,2774.37,107.719
94,0,-0.0162421,0.0302494,-1.98611,2066.1,2773.19,108.215
95,0,-0.0161725,0.0289555,-1.98805,2064.73,2771.12,109.083
96,0,-0.0166728,0.0290578,-1.98792,2063.71,2769.67,109.073
97,0,-0.0180286,0.0300835,-1.98775,2062.77,2768.36,109.236
98,0,-0.0167208,0.0235341,-1.98842,2062.96,2769.49,107.782
99,0,-0.0171597,0.0245393,-1.99196,2060.66,2764.23,109.493
100,0,-0.0233659,0.0284487,-1.99289,2057.32,2756.47,112.434
101,0,-0.0273572,0.0261889,-1.99547,2055.58,2753.44,112.468
102,0,-0.0217858,0.020022,-1.99856,2054.93,2754.78,110.621
103,0,-0.0251424,0.0303089,-1.99692,2054.28,2754.09,110.023
104,0,-0.0217398,0.0192668,-2.00308,2051.35,2748.37,110.175
105,0,-0.0251955,0.0190025,-2.0086,2046.51,2737.76,113.664
106,0,-0.0196368,0.0124923,-2.01287,2042.37,2734.15,113.604
107,0,-0.0304822,0.0373548,-1.98241,2036.84,2731.63,113.693
108,0,-0.0272803,0.016781,-2.01403,2036.61,2721.84,114.457
109,0,-0.0298997,0.0255054,-2.01096,2035.56,2723.72,111.674
110,0,-0.027775,0.0199454,-2.01825,2034.64,2722.94,109.329
111,0,-0.027903,0.0213304,-2.02064,2026.66,2705.95,114.429
112,0,-0.0278865,0.0386637,-1.99677,2019.38,2703.18,114.723
113,0,-0.0274867,0.0194642,-2.02461,2017.89,2692.87,114.668
114,0,-0.0236513,0.018016,-2.02785,2015.96,2691.71,112.77
115,0,-0.0288818,0.0244077,-2.02997,2011.84,2685.49,112.111
116,0,-0.0284279,0.0244453,-2.03299,2006.49,2677.08,113.29
117,0,-0.0292559,0.0232219,-2.03527,2001.48,2669.24,112.744
118,0,-0.0276044,0.0171036,-2.04159,1996.2,2660.38,113.721
119,0,-0.0309248,0.0261158,-2.04035,1991.63,2654.69,112.768
120,0,-0.0323703,0.0282983,-2.04486,1987.18,2648.23,112.491
121,0,-0.0289009,0.0234575,-2.05148,1980.36,2637.93,113.33
122,0,-0.0319631,0.0276433,-2.05313,1973.29,2628.4,114.041
123,0,-0.0309811,0.0296392,-2.05671,1969.36,2621.83,113.482
124,0,-0.0316461,0.0320792,-2.06209,1963.34,2613.81,113.295
125,0,-0.0311338,0.0257642,-2.06781,1954.38,2599.4,115.548
126,0,-0.0243465,0.0236818,-2.07114,1950.64,2593.93,114.277
127,0,-0.0277067,0.0301002,-2.07276,1942.86,2583.84,114.589
128,0,-0.0273545,0.0238441,-2.07774,1938.28,2577.41,112.775
129,0,-0.0259191,0.0237466,-2.08063,1931.72,2568.17,113.077
130,0,-0.0247881,0.0305256,-2.08352,1926.41,2560.56,112.573
131,0,-0.0301349,0.029745,-2.08591,1917.79,2548.25,113.625
132,0,-0.0328408,0.03094,-2.09195,1909.37,2533.05,116.169
133,0,-0.0240566,0.0341517,-2.0985,1904.21,2527.42,115.158
134,0,-0.03035,0.037232,-2.0974,1897.66,2520.54,113.62
135,0,-0.0280332,0.0263166,-2.10256,1890.59,2511.77,112.136
136,0,-0.0244581,0.0289321,-2.11071,1878.27,2490.53,118.197
137,0,-0.0195848,0.0252113,-2.11794,1874.34,2486.74,115.062
138,0,-0.0249559,0.0321001,-2.12117,1865.18,2475.11,116.467
139,0,-0.0290793,0.0352313,-2.11952,1858.96,2468.15,114.331
140,0,-0.0274706,0.0325757,-2.12501,1849.72,2452.97,116.655
141,0,-0.0287879,0.0332845,-2.12922,1843.18,2446.71,114.705
142,0,-0.0260063,0.0313567,-2.13475,1835.4,2437.4,114.207
143,0,-0.0231153,0.0328357,-2.13984,1827,2426.46,114.731
144,0,-0.0239438,0.0325854,-2.1453,1817.82,2413.98,115.692
145,0,-0.0238614,0.0296567,-2.15266,1807.57,2401.17,116.663
146,0,-0.0269628,0.0321225,-2.15699,1801.33,2394.32,114.774
147,0,-0.0294404,0.038066,-2.16035,1792.18,2382.92,115.318
148,0,-0.027185,0.0363753,-2.1691,1783.28,2372.22,115.191
149,0,-0.0270686,0.0375835,-2.17438,1774.16,2361.17,115.196
150,0,-0.0267752,0.0393274,-2.18081,1765.22,2350.86,114.901
151,0,-0.0291719,0.0433079,-2.18626,1755.9,2340.05,114.895
152,0,-0.0260636,0.0394566,-2.1946,1746.97,2329.66,114.481
153,0,-0.0252314,0.0431445,-2.20088,1736.86,2317.73,115.257
154,0,-0.0298384,0.0425631,-2.20513,1725.9,2302.76,116.952
155,0,-0.0267699,0.0412699,-2.21473,1717.76,2296.15,114.872
156,0,-0.0298448,0.0478797,-2.21861,1708.19,2285.36,115.066
157,0,-0.0262158,0.0423874,-2.22936,1696.06,2271.43,116.45
158,0,-0.0275723,0.0465777,-2.23362,1687.53,2262.53,115.301
159,0,-0.0263327,0.0435412,-2.24207,1675.9,2249.6,116.409
160,0,-0.0249378,0.0412829,-2.25153,1664.39,2236.61,117.638
161,0,-0.0283331,0.0459043,-2.25599,1653.31,2222.66,119.092
162,0,-0.0345749,0.0553005,-2.26206,1641.78,2213.28,119.175
163,0,-0.0268773,0.0433402,-2.27266,1634.21,2206.56,116.893
164,0,-0.0264529,0.0434463,-2.27942,1621.89,2192.26,118.464
165,0,-0.0307072,0.0605722,-2.28605,1614.56,2190.22,114.323
166,0,-0.0291806,0.0495092,-2.29107,1602.38,2175.2,115.994
167,0,-0.0249693,0.0364304,-2.30418,1589.76,2162.68,117.085
168,0,-0.0313452,0.0505744,-2.30487,1578.26,2149.1,118.287
169,0,-0.0298212,0.0533545,-2.315,1568.41,2143.4,116.115
170,0,-0.0280506,0.0539817,-2.32261,1556.74,2132.52,116.293
171,0,-0.0258115,0.0490736,-2.33288,1543.04,2119.2,118.028
172,0,-0.0232651,0.0498925,-2.33723,1533.14,2110.16,116.932
173,0,-0.0244989,0.0482638,-2.34395,1521.35,2100.12,116.588
174,0,-0.0248515,0.0484525,-2.35065,1509.12,2089.46,116.559
175,0,-0.0308132,0.0611926,-2.35651,1496.15,2079.24,116.837
176,0,-0.0261572,0.0514227,-2.36504,1484.11,2067.95,117.061
177,0,-0.0235881,0.0507897,-2.37452,1471.51,2056.76,117.712
178,0,-0.0241399,0.0478837,-2.38258,1457.22,2044.38,119.022
179,0,-0.0221481,0.0462338,-2.39013,1444.46,2033.99,119.332
180,0,-0.021859,0.044722,-2.39795,1431.23,2022.95,119.868
181,0,-0.708334,1.94077,0.458502,1363.94,1932.1,245.685
182,0,-0.701369,1.94876,0.457096,1351.15,1922.71,245.943
183,0,-0.691212,1.94668,0.453077,1337.19,1912.6,246.975
184,0,-0.686803,1.9489,0.448663,1323.28,1902.96,247.444
185,0,-0.67664,1.94999,0.443777,1308.86,1893.03,247.87
186,0,-0.689228,1.97296,0.469203,1295.77,1883.32,247.199
187,0,0.0573437,0.932757,-1.79803,1296.43,1982.1,164.033
188,0,0.131967,0.988715,-1.78779,1285.72,1976.58,167.002
189,0,0.160752,1.00383,-1.77324,1271.56,1969.66,169.579
190,0,-0.596864,1.82229,0.457396,1216.45,1830.91,262.539
191,0,-0.569903,1.81648,0.446563,1199.25,1821.8,261.461
192,0,-0.563135,1.81886,0.44241,1183.06,1811.65,261.67
193,0,-0.0484207,0.0755659,-2.48505,1230.41,1863.97,134.942
194,0,-0.0489298,0.0557886,-2.49039,1214.76,1851.5,135.875
195,0,-0.0445493,0.0364412,-2.49887,1199.15,1839.4,136.371
196,0,-0.047459,0.0416766,-2.50508,1182.34,1828.77,136.952
197,0,-0.0493462,0.0421779,-2.51317,1165.24,1818,137.445
198,0,-0.0533973,0.0511175,-2.51904,1147.64,1807.4,137.994
199,0,-0.0543087,0.0525696,-2.52683,1130.09,1796.8,138.386
200,0,-0.0532242,0.0523065,-2.53567,1112.27,1786.28,138.623
201,0,-0.0498142,0.0450943,-2.54551,1094.36,1775.88,138.714
202,0,-0.0512479,0.0525182,-2.55289,1076.01,1765.48,138.993
203,0,-0.0466345,0.0484213,-2.56081,1057.05,1754.37,139.052
204,0,-0.0482715,0.0502549,-2.57006,1038.48,1744.09,139.255
205,0,-0.0483078,0.0473494,-2.57976,1020.1,1733.89,139.679
206,0,-0.0472855,0.0457606,-2.58823,1001.55,1723.75,140.112
