Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.144751,2.40101,-1.05062,1774.41,740.103,208.037
2,0,-0.144049,2.4017,-1.05188,1776.95,740.713,208.061
3,0,-0.143432,2.40246,-1.0512,1779.43,741.103,207.979
4,0,-0.142849,2.40284,-1.04935,1781.86,741.435,207.839
5,0,-0.142293,2.40249,-1.05105,1784.28,741.917,207.808
6,0,-0.141561,2.39564,-1.08253,1786.68,743.703,207.894
7,0,-0.0790495,2.0756,0.0530316,1749.96,696.302,231.48
8,0,-0.0757819,2.07796,0.05127,1752.15,696.552,231.322
9,0,-0.0756165,2.0747,0.0481761,1753.63,697.193,231.467
10,0,-0.0782424,2.07534,0.0520683,1755.76,697.329,231.28
11,0,-0.0746427,2.07716,0.0504742,1757.51,697.522,231.091
12,0,-0.0754821,2.07557,0.0504643,1759.01,698.029,231.264
13,0,-0.0733069,2.07571,0.0496429,1760.68,698.016,231.173
14,0,-0.0747198,2.07811,0.0496633,1762.45,698.597,230.958
15,0,-0.0740121,2.07703,0.048876,1763.68,698.828,231.069
16,0,-0.076502,2.07576,0.04931,1765.1,699.132,231.028
17,0,-0.0740424,2.07901,0.0485956,1766.5,699.273,230.674
18,0,-0.0723684,2.07202,0.048577,1766.89,699.217,231.545
19,0,-0.0725082,2.07203,0.0489035,1767.91,699.441,231.552
20,0,-0.0726885,2.07682,0.048646,1769.45,699.695,230.807
21,0,-0.0724277,2.07495,0.0457329,1770.17,700.095,230.824
22,0,-0.0725145,2.07513,0.0478471,1770.95,700.073,230.825
23,0,-0.0724385,2.07427,0.0458037,1771.8,700.369,230.806
24,0,-0.0717225,2.07579,0.0486943,1772.74,700.171,230.702
25,0,-0.0720215,2.07562,0.0480447,1773.31,700.387,230.672
26,0,-0.0717887,2.07645,0.0481509,1773.97,700.476,230.664
27,0,-0.0713993,2.07523,0.0482768,1774.15,700.449,230.752
28,0,-0.0712927,2.076,0.0486513,1774.61,700.483,230.654
29,0,-0.0714537,2.07769,0.0485875,1775.2,700.613,230.508
30,0,-0.0714301,2.07659,0.049079,1775.27,700.629,230.505
31,0,-0.0716192,2.07603,0.0490424,1775.38,700.706,230.458
32,0,-0.06997,2.08231,0.0489338,1776.59,700.484,229.779
33,0,-0.0699074,2.08197,0.0488314,1776.6,700.512,229.754
34,0,-0.071056,2.07618,0.0488778,1775.66,700.799,230.273
35,0,-0.0703879,2.0762,0.0485384,1775.65,700.867,230.226
36,0,-0.0698028,2.07667,0.0484441,1775.66,700.984,230.118
37,0,-0.0687883,2.07747,0.0455614,1775.53,701.155,230.091
38,0,-0.0682925,2.07819,0.0448485,1775.46,701.333,229.953
39,0,-0.068014,2.07591,0.046702,1775.06,701.471,230.089
40,0,-0.0680852,2.07437,0.0439936,1774.65,701.804,230.089
41,0,-0.0678478,2.07386,0.0440916,1774.38,701.812,230.091
42,0,-0.067202,2.07461,0.0463821,1774.12,701.563,230.036
43,0,-0.0262819,0.00697989,-3.03843,1839.14,717.365,119.005
44,0,-0.0260301,0.00775838,-3.03866,1838.86,717.421,118.993
45,0,-0.0262228,0.00780034,-3.03924,1838.54,717.456,119.01
46,0,-0.0253865,0.00920075,-3.03959,1838,717.519,118.844
47,0,-0.0251648,0.00983654,-3.03988,1837.73,717.584,118.815
48,0,-0.0258511,0.00894149,-3.04047,1837.64,717.699,118.955
49,0,-0.0248341,0.0103681,-3.04069,1837.08,717.76,118.784
50,0,-0.0245108,0.0100181,-3.04123,1836.77,717.865,118.79
51,0,-0.0260393,0.0142053,-3.04147,1836.05,718.254,118.856
52,0,-0.0249513,0.00913322,-3.04251,1836.3,718.051,118.898
53,0,-0.0267227,0.0132975,-3.04268,1835.62,718.471,119.007
54,0,-0.0266296,0.013843,-3.04296,1835.3,718.605,119.013
55,0,-0.024711,0.0100118,-3.04384,1835.27,718.37,118.91
56,0,-0.0247782,0.00967933,-3.04438,1834.93,718.435,118.923
57,0,-0.0246598,0.00973194,-3.04462,1834.62,718.473,118.897
58,0,-0.0243304,0.00949853,-3.04465,1834.3,718.487,118.887
59,0,-0.0240957,0.00905296,-3.0447,1834.05,718.462,118.896
60,0,-0.0239113,0.00880227,-3.04479,1833.77,718.455,118.866
61,0,-0.0230975,0.00947352,-3.04487,1833.28,718.394,118.696
62,0,-0.0237276,0.00851228,-3.04501,1833.29,718.379,118.809
63,0,-0.0237846,0.00833055,-3.04502,1833.05,718.347,118.79
64,0,-0.023511,0.0083724,-3.04484,1832.86,718.283,118.772
65,0,-0.0233375,0.00861998,-3.04474,1832.68,718.279,118.756
66,0,-0.0232669,0.00748091,-3.04487,1832.54,718.241,118.78
67,0,-0.0233777,0.0068413,-3.04482,1832.38,718.187,118.743
68,0,-0.0232627,0.00616016,-3.04423,1832.24,718.095,118.74
69,0,-0.0229389,0.00502757,-3.04355,1832.19,717.945,118.714
70,0,-0.0227812,0.0041107,-3.04272,1832.04,717.792,118.692
71,0,-0.0218965,0.00224689,-3.04208,1831.98,717.589,118.62
72,0,-0.0218299,0.00426079,-3.04037,1831.63,717.325,118.483
73,0,-0.0214511,0.00430677,-3.03895,1831.58,717.084,118.424
74,0,-0.021206,0.00408682,-3.03803,1831.54,716.8,118.37
75,0,-0.0215301,0.00403197,-3.03712,1831.79,716.627,118.491
76,0,-0.0211818,0.00500666,-3.03669,1831.79,716.521,118.458
77,0,-0.0209215,0.00547932,-3.03688,1831.72,716.514,118.429
78,0,-0.0208062,0.00533964,-3.03759,1831.67,716.544,118.393
79,0,-0.0207687,0.00565621,-3.03802,1831.64,716.663,118.384
80,0,-0.0206578,0.00532971,-3.03818,1831.63,716.794,118.387
81,0,-0.0206138,0.00481488,-3.03825,1831.59,716.915,118.365
82,0,-0.0205744,0.00210648,-3.03853,1831.55,716.988,118.332
83,0,-0.0205943,0.00415493,-3.03809,1831.6,716.969,118.349
84,0,-0.0207968,0.00453983,-3.03793,1831.65,716.947,118.356
85,0,-0.0207198,0.00485519,-3.03799,1831.69,716.857,118.372

