Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.000291027,-0.0249644,3.91305,1869.51,2794.73,113.194
2,0,0.000687562,-0.0247111,3.91303,1869.67,2795.03,113.073
3,0,0.000327161,-0.0244827,3.91318,1869.65,2794.97,113.091
4,0,-0.00661373,-0.0141314,3.91,1871.14,2799.35,111.105
5,0,-0.000109319,-0.0231601,3.91283,1869.49,2794.69,113.241
6,0,0.000159952,-0.0238263,3.91267,1869.48,2794.77,113.18
7,0,0.00115069,-0.0246875,3.91295,1869.5,2794.78,113.152
8,0,0.00543924,-0.0352699,3.91478,1868.68,2792.63,114.445
9,0,0.000608168,-0.0259093,3.91337,1869.51,2794.81,113.175
10,0,0.000492236,-0.0248603,3.91303,1869.49,2794.74,113.186
11,0,0.00146297,-0.0316824,3.9127,1870.13,2796.96,112.468
12,0,0.000548577,-0.024086,3.91297,1869.59,2794.87,113.142
13,0,-0.0060357,-0.0146415,3.90985,1871.13,2799.38,111.054
14,0,0.00017223,-0.0233694,3.91295,1869.63,2794.89,113.11
15,0,0.00585807,-0.0351525,3.91483,1868.54,2792.43,114.512
16,0,0.000562385,-0.0252455,3.91314,1869.5,2794.75,113.201
17,0,0.000195801,-0.0234887,3.91282,1869.74,2795.06,113.032
18,0,0.000363931,-0.024562,3.91298,1869.58,2794.92,113.093
19,0,0.000360784,-0.0233813,3.91288,1869.56,2794.83,113.169
20,0,0.0011361,-0.031737,3.91265,1870.15,2797,112.468
21,0,0.00635935,-0.0371959,3.91512,1868.7,2792.72,114.371
22,0,0.000822153,-0.0242302,3.91301,1869.45,2794.69,113.207
23,0,0.000990208,-0.0321509,3.91261,1870.27,2797.15,112.431
24,0,0.00111286,-0.0255621,3.91341,1869.44,2794.67,113.201
25,0,0.000491811,-0.0246589,3.91291,1869.66,2795.1,113.041
26,0,0.00545059,-0.0365837,3.91487,1868.63,2792.61,114.46
27,0,-0.00669465,-0.0143737,3.91008,1871.08,2799.34,111.133
28,0,-0.000137281,-0.0242798,3.91286,1869.54,2794.84,113.159
29,0,0.000264428,-0.0238715,3.91294,1869.51,2794.8,113.169
30,0,0.0056489,-0.0366386,3.91495,1868.7,2792.75,114.4
31,0,0.0056043,-0.0358132,3.91495,1868.81,2792.96,114.288
