Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.501953,2.4943,-1.25487,973.372,2232.06,224.154
2,0,0.516498,2.48998,-1.3157,963.347,2241,225.138
3,0,0.529855,2.49395,-1.27525,951.371,2246,225.685
4,0,0.473863,2.01002,-0.25468,880.985,2232.31,249.371
5,0,0.479442,2.01335,-0.2619,870.603,2239.22,249.542
6,0,0.505438,2.00903,-0.256577,858.565,2242.87,249.775
7,0,0.435723,1.97673,-2.75268,947.388,2312.77,207.68
8,0,0.440829,1.98147,-2.74685,937.36,2318.33,209.299
9,0,0.439711,1.97045,-2.7658,927.114,2324.18,208.053
10,0,0.441736,1.9738,-2.75681,917.012,2329.48,209.474
11,0,0.43805,1.96614,-2.76718,907.069,2334.73,209.381
12,0,0.432243,1.95778,-2.77456,896.54,2339.62,208.893
13,0,-0.0306561,-0.000148866,-3.58731,850.946,2261.94,141.906
14,0,-0.0319599,-0.00380445,-3.58335,840.79,2266.12,142.358
15,0,-0.0351105,-0.0128632,-3.57952,830.477,2269.87,142.414
16,0,-0.0330366,-0.0148443,-3.57265,820.594,2273.57,142.977
17,0,-0.0334818,-0.0157932,-3.56558,810.611,2276.84,143.009
18,0,-0.0311097,-0.0206933,-3.55878,800.905,2279.83,143.238
19,0,-0.0265612,-0.0249907,-3.55052,791.253,2282.58,143.101
20,0,-0.0232764,-0.0272619,-3.54331,782.381,2284.93,143.382
21,0,-0.0208544,-0.0313645,-3.53626,773.799,2286.95,143.886
22,0,-0.0165289,-0.0315232,-3.52795,765.459,2288.84,143.894
23,0,-0.013049,-0.0301559,-3.52071,756.673,2290.86,143.286
24,0,-0.011282,-0.0485606,-3.51689,749.171,2292.5,143.275
25,0,-0.00552909,-0.0301536,-3.5074,741.742,2294.21,143.278
26,0,-0.00407175,-0.031288,-3.50131,734.945,2295.54,143.382
27,0,-0.00244985,-0.0310978,-3.49609,728.468,2297.03,143.55
28,0,-0.00229134,-0.0298087,-3.49178,722.416,2298.4,143.577
29,0,-0.0022786,-0.0296052,-3.48833,717.053,2299.55,143.808
30,0,-0.00113891,-0.0323501,-3.48382,712.208,2300.73,144.32
31,0,-0.000197972,-0.0313469,-3.48168,706.986,2302.03,143.931
32,0,0.000646554,-0.0311775,-3.47953,702.561,2303.27,143.883
33,0,0.0015239,-0.0294195,-3.47779,699.284,2304.11,144.675
34,0,0.00170397,-0.03088,-3.47635,695.673,2305.19,144.549
35,0,0.000623189,-0.0307954,-3.47646,692.359,2305.97,144.651
36,0,0.00364878,-0.0309946,-3.47485,690.375,2306.58,145.154
37,0,0.00213588,-0.0311378,-3.47637,687.213,2307.71,144.412
38,0,0.00199895,-0.032141,-3.47787,685.913,2308.2,144.951
39,0,0.00257497,-0.0308804,-3.47875,684.472,2308.92,144.961
40,0,0.00339951,-0.0267566,-3.49511,682.538,2307.61,144.279
41,0,0.00110387,-0.0375305,-3.49562,681.313,2307.69,144.016
42,0,0.000427054,-0.0392101,-3.49799,681.041,2308.04,144.046
43,0,0.00346034,-0.0245935,-3.50175,681.881,2309.08,144.46
44,0,0.00317848,-0.0255271,-3.5042,682.45,2309.31,144.523
45,0,0.00305662,-0.0253691,-3.50693,683.531,2309.54,144.651
46,0,0.0027575,-0.0254097,-3.50988,684.729,2309.8,144.495
47,0,0.00169963,-0.0285722,-3.51349,686.346,2309.72,144.49
48,0,0.000918271,-0.0265031,-3.51678,688.369,2309.94,144.414
49,0,-0.000344374,-0.0274693,-3.52065,690.819,2309.85,144.547
50,0,0.00224346,-0.0108985,-3.52256,693.748,2309.62,145.178
51,0,0.00224341,-0.0109755,-3.52682,696.908,2309.36,145.308
52,0,0.00228624,-0.0106674,-3.53071,700.074,2309.57,145.083
53,0,-0.00241659,-0.0251578,-3.53691,703.312,2309.69,144.398
54,0,-0.00330678,-0.0271837,-3.54237,707.067,2309.67,144.339
55,0,-0.00375803,-0.0283682,-3.54879,711.127,2309.55,144.189
56,0,-0.00493509,-0.0271194,-3.55469,715.706,2309.48,144.271
57,0,-0.0087658,-0.044311,-3.56413,720.507,2309.2,144.774
58,0,-0.00935266,-0.0429825,-3.56994,725.359,2309.11,144.637
59,0,-0.0101124,-0.0460218,-3.57745,730.503,2308.86,144.47
60,0,-0.0103893,-0.0468345,-3.58436,736.061,2308.61,144.244
61,0,-0.0112727,-0.0490562,-3.5919,741.767,2308.28,144.134
62,0,-0.011364,-0.0505368,-3.59944,747.651,2307.87,143.895
63,0,-0.0135998,-0.0531046,-3.60733,753.73,2307.41,143.743
64,0,-0.0141596,-0.0529546,-3.61554,760.149,2306.81,143.597
65,0,-0.0154424,-0.0577209,-3.62441,766.624,2306.02,143.477
66,0,-0.0171745,-0.0582917,-3.63229,773.324,2305.26,143.332
67,0,-0.0174594,-0.0591059,-3.64111,780.187,2304.46,143.093
68,0,-0.0201799,-0.0605447,-3.64996,787.073,2303.6,142.93
69,0,-0.0224499,-0.0644112,-3.6595,794.079,2302.53,142.747
70,0,-0.0214771,-0.06183,-3.66874,801.547,2301.53,142.597
71,0,-0.022813,-0.061779,-3.67812,808.917,2300.37,142.366
72,0,-0.0244019,-0.0643781,-3.68802,816.552,2299.09,142.173
73,0,-0.0249684,-0.0658953,-3.69861,824.229,2297.79,141.941
74,0,-0.0270099,-0.0690389,-3.70934,832.089,2296.33,141.613
75,0,-0.0291827,-0.0697478,-3.71996,840.249,2294.82,141.606
76,0,-0.0307442,-0.070727,-3.73106,848.189,2293.21,141.177
77,0,-0.0322703,-0.0712258,-3.74266,856.492,2291.43,140.67
78,0,-0.0310823,-0.0705074,-3.75382,864.992,2289.63,140.433
79,0,-0.0330749,-0.0773598,-3.76683,873.322,2287.75,139.953
80,0,-0.0349886,-0.0826588,-3.77889,882.075,2285.49,139.774
81,0,-0.0353961,-0.0832154,-3.79005,890.651,2283.45,139.413
82,0,-0.0322107,-0.0735839,-3.78092,900.827,2285.1,138.516
83,0,-0.0325797,-0.0532067,-3.78647,909.743,2282.04,139.196
84,0,-0.0325397,-0.0488238,-3.79733,918.476,2279.84,138.788
85,0,-0.0387923,-0.0827856,-3.81182,927.35,2275.48,138.467
86,0,-0.038645,-0.0819067,-3.82233,936.834,2272.59,138.917
87,0,-0.0413672,-0.0838059,-3.83327,945.738,2269.5,138.729
88,0,-0.0462556,-0.0975798,-3.84596,954.337,2265.95,138.195
89,0,-0.0493228,-0.0995329,-3.85783,963.369,2262.54,137.892
90,0,-0.0519484,-0.0981687,-3.86884,972.379,2259.27,137.901
91,0,-0.0541561,-0.0970117,-3.8809,981.359,2255.71,137.497
92,0,-0.0569757,-0.0991213,-3.89295,989.874,2252.05,136.797
93,0,-0.0573184,-0.0995665,-3.90459,999.069,2248.21,136.987
94,0,-0.0620734,-0.103253,-3.91687,1007.46,2244.2,136.273
95,0,-0.0594255,-0.0698885,-3.92272,1016.36,2241.37,136.607
96,0,-0.0615179,-0.0649929,-3.93339,1024.7,2237.32,135.867
97,0,-0.0628226,-0.0727901,-3.9426,1033.01,2232.5,135.861
98,0,-0.0644313,-0.0714971,-3.95105,1041.14,2227.73,135.599
99,0,-0.0687715,-0.0745596,-3.95852,1048.84,2222.68,135.405
