Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.000212435,-0.0227621,2.89894,494.431,-1101.09,136.614
2,0,0.000978279,-0.0226893,2.90107,480.894,-1098,137.024
3,0,0.00544979,-0.0164901,2.90118,466.927,-1095.13,137.429
4,0,0.00705224,-0.0160565,2.90316,453.183,-1092.14,137.75
5,0,0.00813615,-0.0153561,2.9053,439.403,-1089.32,138.121
6,0,0.00872287,-0.0150137,2.9076,425.586,-1086.27,138.266
7,0,0.0102861,-0.0106314,2.91034,411.951,-1083.68,138.739
8,0,0.0111162,-0.0100698,2.91246,398.153,-1080.81,139.072
9,0,0.0121037,-0.00907509,2.91448,384.352,-1077.98,139.422
10,0,0.0129178,-0.0093606,2.91619,370.494,-1075.02,139.69
11,0,0.0135193,-0.00950405,2.91859,356.743,-1072.29,140.216
12,0,0.0141168,-0.00854084,2.92033,342.847,-1069.49,140.563
13,0,0.0141327,-0.00925084,2.92229,329.031,-1066.55,140.687
14,0,0.0148608,-0.00736716,2.92421,315.037,-1063.88,140.982
15,0,0.0152293,-0.00761013,2.92594,301.164,-1060.9,141.167
16,0,0.0161845,-0.00578308,2.92757,287.197,-1058.12,141.469
17,0,0.0172149,-0.00494179,2.92934,273.179,-1055.32,141.791
18,0,0.0175965,-0.00414766,2.93115,259.211,-1052.59,142.131
19,0,0.0183845,-0.00172967,2.93246,245.064,-1049.98,142.575
20,0,0.0180958,-0.00269211,2.93462,231.136,-1047.2,142.864
21,0,0.0183379,-0.0026909,2.93659,216.98,-1044.67,143.303
22,0,0.0177945,-0.00350014,2.93832,202.946,-1041.97,143.534
23,0,0.0178564,-0.00337631,2.9405,188.823,-1039.48,143.805
24,0,0.0175362,-0.003324,2.94246,174.67,-1036.82,143.943
25,0,0.0175825,-0.00306541,2.94422,160.482,-1034.25,144.161
26,0,0.0174541,-0.00238625,2.94585,146.307,-1031.75,144.309
27,0,0.0175334,-0.00100826,2.94783,131.981,-1029.33,144.551
28,0,0.017549,-0.000757432,2.94915,117.637,-1026.62,144.62
29,0,0.0165275,-0.00127423,2.95124,103.506,-1024.22,144.846
30,0,0.0161267,-0.000909669,2.95264,89.1875,-1021.81,145.156
31,0,0.0155833,-0.00103071,2.95427,74.857,-1019.42,145.428
32,0,0.0152055,-0.000670159,2.95541,60.4829,-1017.04,145.763
33,0,0.0144204,-0.00117257,2.95713,46.127,-1014.66,146.019
34,0,0.0144125,-0.000579089,2.95837,31.6878,-1012.33,146.258
35,0,0.013637,-0.000471965,2.95988,17.2833,-1009.97,146.474
36,0,0.0134091,-8.79702e-005,2.96125,2.83323,-1007.62,146.715
37,0,0.014256,0.00211041,2.96249,-11.6626,-1005.4,147.056
38,0,0.0147361,0.00246703,2.96397,-26.0375,-1003.01,147.319
39,0,0.0158108,0.00331947,2.96572,-40.5408,-1000.73,147.719
40,0,0.016698,0.00512838,2.9674,-55.0583,-998.508,148.113
41,0,0.0173383,0.00702897,2.96953,-69.6084,-996.484,148.517
42,0,0.0180909,0.00891571,2.97243,-84.2804,-994.645,149.001
43,0,0.019772,0.01421,2.97413,-99.1294,-992.908,149.323
44,0,0.0197826,0.01565,2.97915,-113.782,-991.389,149.612
45,0,0.0204124,0.0166544,2.98528,-128.515,-990.124,149.834
46,0,0.0217277,0.0188752,2.99183,-143.292,-989.2,150.046
47,0,0.0225236,0.0211502,2.99943,-158.096,-988.473,150.255
48,0,0.0234493,0.0219603,3.00864,-172.905,-987.984,150.489
49,0,0.0248553,0.0237914,3.01865,-187.807,-987.768,150.794
50,0,0.0329394,0.0439761,3.02243,-203.582,-988.315,151.538
51,0,0.0334128,0.0468932,3.03428,-218.386,-988.732,151.88
52,0,0.0339856,0.0478891,3.04719,-233.176,-989.289,152.131
53,0,0.0325038,0.0470348,3.06109,-247.862,-990.163,152.497
54,0,0.0336214,0.0528731,3.07446,-262.77,-991.577,152.935
55,0,0.0336234,0.0551063,3.089,-277.54,-993.079,153.239
56,0,0.0344601,0.0572674,3.10327,-292.313,-994.984,153.418
57,0,0.0341606,0.0585843,3.1207,-306.791,-996.97,153.798
58,0,0.0359287,0.0611975,3.13449,-321.504,-999.607,154.005
59,0,0.0359355,0.0587381,3.15053,-336.203,-1002.18,154.278
60,0,0.0364999,0.059828,3.1674,-350.644,-1005.21,154.676
61,0,0.0364167,0.0618979,3.18459,-365.006,-1008.67,155.098
62,0,0.0359313,0.0633023,3.20147,-379.268,-1012.35,155.59
63,0,0.0356001,0.0647395,3.21858,-393.484,-1016.22,155.898
64,0,0.0324308,0.0658544,3.2358,-407.559,-1020.45,156.467
65,0,0.0320748,0.067996,3.25383,-421.487,-1024.97,156.952
66,0,0.0324914,0.0718239,3.27138,-435.182,-1029.61,157.238
67,0,0.0324522,0.0719302,3.2895,-448.933,-1034.59,157.504
