Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.00909938,0.0429944,-2.02957,1823.94,2543.88,112.091
2,0,-0.0094569,0.0435082,-2.02977,1823.91,2543.73,112.228
3,0,-0.0108521,0.0435368,-2.02949,1824.02,2543.93,111.882
4,0,-0.0111118,0.045103,-2.0292,1823.88,2543.82,112.006
5,0,-0.00949431,0.0430527,-2.02984,1823.97,2543.85,112.023
6,0,-0.0112773,0.0453291,-2.0291,1824.09,2544.23,111.868
7,0,-0.0106433,0.0450451,-2.02891,1823.91,2543.91,112.123
8,0,-0.0099206,0.0432238,-2.02969,1823.98,2543.86,111.941
9,0,-0.0112203,0.0455945,-2.02899,1824.15,2544.33,111.84
10,0,-0.00992431,0.0437251,-2.0297,1823.98,2543.92,112.045
11,0,-0.0109575,0.0444373,-2.02925,1823.99,2544.02,111.944
12,0,-0.0105676,0.0442357,-2.02926,1824.01,2543.95,111.943
13,0,-0.0118555,0.0456939,-2.02904,1824.04,2544.11,111.897
14,0,-0.00959673,0.0432385,-2.02981,1823.81,2543.68,112.203
15,0,-0.0104157,0.0445116,-2.02942,1823.86,2543.73,112.127
16,0,-0.0112696,0.0449937,-2.02897,1823.92,2544.02,111.957
17,0,-0.0113283,0.0460378,-2.02849,1824.15,2544.36,111.785
18,0,-0.00946597,0.0436415,-2.02969,1824.07,2544.07,111.966
19,0,-0.011159,0.0452657,-2.02901,1823.92,2543.95,112.055
20,0,-0.0106652,0.0444764,-2.02932,1823.89,2543.86,112.143
21,0,-0.0117084,0.0460207,-2.02837,1824.27,2544.61,111.621
22,0,-0.011723,0.0457796,-2.02847,1824.18,2544.45,111.763
23,0,-0.0109135,0.0450158,-2.02914,1823.85,2543.84,112.03
24,0,-0.0119948,0.0467821,-2.02812,1824.21,2544.53,111.754
25,0,-0.0117334,0.0457615,-2.02878,1824.01,2544.13,111.932
26,0,-0.0118866,0.045915,-2.02875,1824.29,2544.64,111.642
27,0,-0.0113003,0.0463937,-2.02844,1824.23,2544.48,111.756
28,0,-0.0111756,0.0450801,-2.0289,1824.12,2544.37,111.771
29,0,-0.0111173,0.0448609,-2.02907,1824.07,2544.17,111.839
30,0,-0.0101454,0.0442973,-2.02931,1824.12,2544.19,111.967
31,0,-0.00958207,0.0431845,-2.02984,1823.86,2543.76,112.195
32,0,-0.0113029,0.0457125,-2.02874,1824.11,2544.28,111.84
33,0,-0.0108585,0.0434845,-2.02944,1824.03,2544.02,111.898
34,0,-0.0109771,0.0455119,-2.02876,1824.26,2544.44,111.811
35,0,-0.00999181,0.0436034,-2.02955,1823.88,2543.86,112.05
36,0,-0.00900079,0.0419329,-2.0304,1823.68,2543.35,112.379
37,0,-0.0110565,0.0452177,-2.02933,1823.87,2543.87,112.052
38,0,-0.0110324,0.0435361,-2.02941,1824.06,2544.15,111.853
39,0,-0.0105797,0.0440099,-2.02902,1824.15,2544.32,111.825
40,0,-0.0114037,0.0451104,-2.02905,1823.89,2543.88,112.079
41,0,-0.00987717,0.0435336,-2.02955,1823.93,2543.93,112.228
42,0,-0.0108972,0.0450268,-2.02893,1824.12,2544.21,111.872
